@relation mail

@attribute IP real
@attribute TIME real
@attribute Message-ID real
@attribute Subject real
@attribute From real
@attribute text_type {HTML, text}
@attribute multipart {non-multipart, multipart_text, multipart_non-text}
@attribute url real
@attribute url_per real
@attribute spam_word_per real
@attribute spam_f real
@attribute spam {non-spam, spam}

@data
40539,1239675684,4,20578,30079,text,multipart_text,2,0.01888952,0.11591299,17.68472424,spam
41406,1239707078,0,21932,30580,text,multipart_text,3,0.02877698,0.06564748,7.98283094,spam
41528,1239710413,4,21903,30469,text,multipart_text,2,0.03554803,0.10918324,14.33213124,spam
41141,1239711729,8,22046,30195,text,multipart_text,2,0.01884637,0.11564820,17.68472424,spam
40703,1239721200,0,22369,30028,text,multipart_text,3,0.02872531,0.06552962,7.98283094,spam
41901,1239721200,11,21381,30394,text,non-multipart,25,0.09917426,0.09627990,35.06373721,non-spam
40172,1239721200,12,20108,30070,text,multipart_text,2,0.04255319,0.13221884,9.69820862,spam
40847,1239721200,6,20598,30338,text,multipart_text,1,0.01679587,0.15116279,15.85198542,spam
41921,1239721200,14,22261,30707,text,non-multipart,6,0.04491136,0.11109652,25.77013837,non-spam
41902,1239729640,19,21957,30363,text,non-multipart,24,0.04982897,0.08971989,57.21845478,non-spam
40028,1239742190,10,20323,30037,HTML,multipart_text,31,0.20304768,0.00000000,0.00000000,non-spam
41742,1239750606,0,21504,30128,text,multipart_text,2,0.04145729,0.13756281,13.29642115,spam
41901,1239768107,11,21741,30394,text,non-multipart,16,0.07055939,0.08145659,28.08788366,non-spam
40499,1239773111,4,20599,30054,text,multipart_text,2,0.01952580,0.06066946,10.10673827,spam
41903,1239807600,8,20988,30886,text,non-multipart,22,0.07749543,0.06975585,57.11261809,non-spam
40045,1239807600,0,20776,30449,text,non-multipart,5,0.09939499,0.10630942,5.69558230,non-spam
40052,1239820059,0,22132,30448,text,non-multipart,4,0.08795411,0.14627151,8.62569088,non-spam
41520,1239824760,0,21552,30262,text,multipart_text,2,0.02926421,0.14548495,20.53514170,spam
41766,1239845400,0,22000,30642,text,multipart_text,2,0.01942767,0.16382253,24.23464388,spam
40689,1239851466,4,22363,30232,text,multipart_text,2,0.02933780,0.14585080,20.53514170,spam
40161,1239853122,0,20444,30561,text,multipart_text,2,0.02317161,0.14989138,13.51965819,spam
41903,1239890938,8,20989,30886,text,non-multipart,29,0.09507214,0.05750183,50.92313120,non-spam
40057,1239894000,0,20476,30448,text,non-multipart,4,0.09269521,0.17380353,11.63027714,non-spam
41753,1239911298,8,22150,30179,text,multipart_text,2,0.02317161,0.14989138,13.51965819,spam
41923,1239911443,14,21045,30707,text,non-multipart,7,0.02817937,0.09924038,36.98012622,non-spam
40059,1239936300,3,22031,30872,text,non-multipart,13,0.12715180,0.07159624,17.73352671,non-spam
40039,1239937783,0,20262,30215,HTML,multipart_text,141,0.12829324,0.03973368,65.01705147,non-spam
41748,1239948380,10,22150,30464,text,multipart_text,2,0.02312139,0.14956647,13.51965819,spam
40697,1239949284,9,20487,30626,text,multipart_text,2,0.03817915,0.18942731,16.01705147,spam
41023,1239963029,11,20584,30207,text,multipart_text,2,0.01945832,0.16408099,24.23464388,spam
41309,1239969240,0,21552,30639,text,multipart_text,2,0.02938707,0.14609572,20.53514170,spam
40291,1239980400,3,21438,30693,text,non-multipart,3,0.09191176,0.26746324,8.32778017,spam
40336,1240008807,10,20013,30309,text,multipart_text,1,0.03149606,0.17421260,6.33538474,spam
41606,1240019999,4,20015,30144,text,multipart_text,1,0.03168317,0.17524752,6.33538474,spam
40996,1240040738,3,20614,30248,text,multipart_text,2,0.01513672,0.13476562,17.65904904,spam
41292,1240065892,6,21962,30343,text,multipart_text,2,0.01513672,0.13476562,17.65904904,spam
40046,1240066800,0,20779,30449,text,non-multipart,5,0.10323160,0.13734291,7.06753949,non-spam
40100,1240066800,10,21555,30424,HTML,multipart_text,10,0.03385109,0.01756291,9.42534593,non-spam
41508,1240066800,0,21673,30027,text,multipart_text,2,0.01890451,0.12578769,21.54756772,spam
41121,1240082604,3,20001,30767,HTML,multipart_text,5,0.01646484,0.03951562,13.44188781,spam
40683,1240103583,0,20001,30839,text,non-multipart,0,0.00000000,0.00000000,0.00000000,spam
41922,1240118534,14,21148,30707,text,non-multipart,8,0.04146577,0.09199614,33.21986594,non-spam
41438,1240153200,3,20001,30794,text,non-multipart,0,0.00000000,0.00000000,0.00000000,spam
40099,1240154996,10,21678,30423,text,non-multipart,11,0.12864964,0.10784672,18.43322488,non-spam
40098,1240166654,10,20246,30423,text,non-multipart,10,0.12590201,0.10995063,15.18952609,non-spam
40125,1240200076,3,22337,30702,text,non-multipart,1,0.03900000,0.34500000,17.18188233,spam
40084,1240200749,9,20222,30526,text,non-multipart,12,0.13381455,0.00000000,0.00000000,non-spam
40066,1240220108,16,20507,30519,text,non-multipart,0,0.00000000,0.13587604,5.58429697,non-spam
41300,1240227737,4,21569,30088,text,multipart_text,1,0.01302401,0.11111111,11.27094195,spam
40058,1240230514,0,20678,30448,text,non-multipart,4,0.08606174,0.14312442,8.86284348,non-spam
41924,1240239600,14,21313,30707,text,non-multipart,11,0.05206903,0.08648755,26.68303869,non-spam
41648,1240261094,4,20694,30628,text,multipart_text,1,0.01610468,0.07851032,3.73564345,spam
40170,1240279231,0,20487,30309,text,multipart_text,2,0.03806735,0.18887262,16.01705147,spam
40060,1240283037,3,21531,30872,text,non-multipart,6,0.10137418,0.14124803,19.80714202,non-spam
41902,1240300297,19,21771,30363,text,non-multipart,25,0.05114180,0.09202790,57.22629454,non-spam
41924,1240326000,14,22295,30707,text,non-multipart,7,0.05202233,0.11276045,25.82305672,non-spam
40283,1240362334,3,22338,30702,text,non-multipart,1,0.03016023,0.29406221,12.08627651,spam
40082,1240366661,0,21600,30537,text,non-multipart,31,0.29776592,0.05001667,8.27094195,non-spam
40832,1240372706,4,20573,30482,text,multipart_text,1,0.01905896,0.10005956,4.84692878,spam
41511,1240382486,4,22015,30055,text,multipart_text,2,0.02004773,0.06229117,10.10673827,spam
41903,1240398990,8,20904,30886,text,non-multipart,16,0.07157271,0.06620583,40.79612716,non-spam
41940,1240409905,10,20682,30956,text,non-multipart,11,0.07518443,0.11254120,19.72133589,non-spam
41407,1240412400,0,22044,30627,text,multipart_text,1,0.01901367,0.09982175,4.84692878,spam
40788,1240423668,3,22337,30702,text,non-multipart,1,0.03900000,0.34500000,17.18188233,spam
41273,1240450200,0,21778,30415,text,multipart_text,2,0.02170725,0.18392490,33.63404022,spam
40039,1240477900,0,20263,30215,HTML,multipart_text,128,0.11610914,0.05458823,87.69201521,non-spam
40096,1240485923,9,20138,30524,text,non-multipart,3,0.04469453,0.00000000,0.00000000,non-spam
41152,1240487014,0,22102,30126,text,multipart_text,1,0.00816535,0.12171472,24.70698914,spam
40182,1240491979,4,20128,30490,text,multipart_text,2,0.02177111,0.18446602,33.63404022,spam
41913,1240496861,14,20959,30861,text,non-multipart,8,0.09356593,0.11554146,14.66622241,non-spam
40057,1240498800,0,21834,30448,text,non-multipart,4,0.09709763,0.16464380,8.49045510,non-spam
40044,1240498800,0,22132,30448,text,non-multipart,4,0.08795411,0.14627151,8.62569088,non-spam
41867,1240498800,3,21019,30880,HTML,multipart_text,30,0.14645053,0.07234688,26.39841637,non-spam
41873,1240539206,0,20933,30876,HTML,multipart_text,26,0.28495294,0.03010545,15.10763984,non-spam
40998,1240542164,0,20503,30659,text,multipart_text,2,0.01888620,0.12566586,21.54756772,spam
40523,1240544783,12,20108,30426,text,multipart_text,2,0.04253165,0.13215190,9.69820862,spam
40050,1240546800,0,22142,30448,text,non-multipart,5,0.10309278,0.11698790,7.97303124,non-spam
40138,1240571040,3,21438,30693,text,non-multipart,3,0.07455732,0.27120224,8.32778017,spam
40820,1240585200,0,20137,30201,text,multipart_text,2,0.01523447,0.18138538,25.41472306,spam
40048,1240586026,0,20678,30448,text,non-multipart,4,0.08606174,0.14312442,8.86284348,non-spam
41882,1240622345,0,20349,30532,text,non-multipart,0,0.00000000,0.00000000,0.00000000,non-spam
41756,1240664988,0,22249,30570,text,multipart_text,2,0.01415616,0.11081619,18.58610011,spam
41022,1240671600,0,20487,30461,text,multipart_text,2,0.03810454,0.18905716,16.01705147,spam
40047,1240707898,0,22382,30449,text,non-multipart,6,0.09139073,0.10927152,7.86915448,non-spam
41921,1240758000,14,21045,30707,text,non-multipart,7,0.02351418,0.09957743,43.85951158,non-spam
40102,1240758000,10,22048,30423,text,non-multipart,10,0.12067710,0.10921005,18.85504292,non-spam
40098,1240781931,10,20298,30423,text,non-multipart,4,0.07573208,0.12016156,11.12265297,non-spam
41851,1240801651,12,20947,30290,HTML,non-multipart,171,0.41825287,0.01520232,17.09544902,non-spam
40026,1240808457,10,20436,30037,HTML,multipart_text,23,0.15924068,0.00000000,0.00000000,non-spam
41895,1240816336,17,21810,30920,text,non-multipart,12,0.05232497,0.08579600,20.80671083,non-spam
40050,1240823388,0,22382,30449,text,non-multipart,6,0.10147059,0.13125000,8.54533339,non-spam
40471,1240832070,3,20216,31275,text,non-multipart,5,0.12091503,0.16274510,7.72737251,spam
41857,1240844400,12,21123,30290,HTML,non-multipart,45,0.32282794,0.03549120,10.08192544,non-spam
41515,1240849235,4,21932,30581,text,multipart_text,3,0.02879424,0.06568686,7.98283094,spam
41505,1240889903,10,20315,30359,text,multipart_non-text,0,0.00000000,0.00000000,0.00000000,spam
40105,1240904145,11,20429,30166,text,multipart_non-text,0,0.00000000,0.00000000,0.00000000,spam
40972,1240919275,3,20216,31275,text,non-multipart,5,0.12091503,0.16274510,7.72737251,spam
41924,1240930800,14,21942,30707,text,non-multipart,6,0.04543530,0.11556371,25.42236682,non-spam
40054,1241017200,0,21834,30448,text,non-multipart,4,0.09679116,0.16412415,8.49045510,non-spam
41516,1241017200,4,22003,30128,text,multipart_text,1,0.01679587,0.15116279,15.85198542,spam
41745,1241039557,0,20015,30145,text,multipart_text,1,0.03155819,0.17455621,6.33538474,spam
40343,1241064201,12,22369,30352,text,multipart_text,3,0.02875974,0.06560815,7.98283094,spam
41903,1241065589,8,20991,30886,text,non-multipart,25,0.09157584,0.05541847,42.02696876,non-spam
40045,1241103600,0,22382,30449,text,non-multipart,5,0.09101702,0.10565888,6.33844224,non-spam
40090,1241103600,0,20309,30446,text,non-multipart,12,0.19268064,0.06380982,4.64897495,non-spam
41158,1241113492,0,21962,30339,text,multipart_text,2,0.01512195,0.13463415,17.65904904,spam
41934,1241141400,12,20195,30106,text,non-multipart,14,0.02886225,0.06750151,28.89537846,non-spam
40526,1241147086,0,20352,30673,text,multipart_text,1,0.02346880,0.10475100,5.75132296,spam
41392,1241170226,0,21962,30514,text,multipart_text,2,0.01514411,0.13483146,17.65904904,spam
41404,1241172867,0,21884,30476,text,multipart_text,1,0.03713768,0.10597826,3.41660460,spam
40052,1241175770,0,22134,30448,text,non-multipart,5,0.09749894,0.11064010,7.97303124,non-spam
40854,1241190000,0,20013,30143,text,multipart_text,1,0.03162055,0.17490119,6.33538474,spam
40052,1241190000,0,20853,30449,text,non-multipart,5,0.10341727,0.13219424,7.01462114,non-spam
41286,1241190000,0,21652,30675,text,multipart_text,2,0.03806735,0.18887262,16.01705147,spam
40827,1241228212,0,20495,30656,text,multipart_text,1,0.02139875,0.11116910,8.75285171,spam
40702,1241276400,3,20112,30643,text,multipart_text,1,0.01304525,0.11129230,11.27094195,spam
41538,1241313182,0,21883,30513,text,multipart_text,1,0.02354968,0.10511200,5.75132296,spam
41184,1241362800,4,22285,30434,text,multipart_text,2,0.02815013,0.15482574,14.12331935,spam
41310,1241362800,0,22200,30352,text,multipart_text,2,0.02274823,0.17245619,24.45784172,spam
41187,1241362800,0,20694,30126,text,multipart_text,1,0.01608849,0.07843137,3.73564345,spam
40056,1241362800,0,20854,30449,text,non-multipart,5,0.08013937,0.12648084,8.36697895,non-spam
40010,1241449200,23,20170,30533,HTML,multipart_text,56,0.19357404,0.00000000,0.00000000,non-spam
40821,1241449200,4,20583,30583,text,multipart_text,1,0.01610468,0.07851032,3.73564345,spam
40169,1241478890,10,20120,30622,text,multipart_text,3,0.01414664,0.09537572,28.59158794,spam
40549,1241485566,4,22381,30464,text,multipart_text,1,0.03274760,0.11741214,5.27070675,spam
40829,1241535600,0,20598,30014,text,multipart_text,1,0.01674538,0.15070846,15.85198542,spam
41162,1241535600,4,22044,30338,text,multipart_text,1,0.01905896,0.10005956,4.84692878,spam
41751,1241535600,0,22232,30125,text,multipart_text,2,0.01801802,0.03955175,7.22954804,spam
41591,1241535600,0,20405,30595,HTML,multipart_text,12,0.07867662,0.00000000,0.00000000,spam
40180,1241537910,4,20585,30418,text,multipart_text,2,0.01801802,0.03955175,7.22954804,spam
41913,1241598460,14,22382,30707,text,non-multipart,11,0.04708758,0.06525458,22.34722277,non-spam
41918,1241622000,15,21160,30791,text,non-multipart,32,0.05510078,0.15012742,118.84759516,non-spam
40011,1241647569,9,20398,30743,HTML,multipart_text,13,0.15134011,0.00000000,0.00000000,non-spam
40082,1241664807,0,20434,30537,text,non-multipart,27,0.29090228,0.05054287,8.30818078,non-spam
41749,1241670679,4,22102,30571,text,multipart_text,1,0.00816118,0.12165264,24.70698914,spam
41608,1241677301,10,21427,30410,text,multipart_text,3,0.01413589,0.09530324,28.59158794,spam
40346,1241679448,4,20573,30259,text,multipart_text,1,0.01905896,0.10005956,4.84692878,spam
40056,1241693126,0,22382,30449,text,non-multipart,5,0.07501631,0.10273973,7.55360433,non-spam
40100,1241699280,10,22341,30423,text,non-multipart,10,0.13952020,0.12310606,17.85743405,non-spam
41872,1241708400,0,22382,30876,HTML,multipart_text,59,0.25177748,0.01426083,24.26925640,non-spam
40090,1241714358,0,22013,30446,text,non-multipart,10,0.08294429,0.03781513,7.95735173,non-spam
40758,1241752287,3,20001,30747,HTML,multipart_text,3,0.01731733,0.15357740,30.28430873,spam
40658,1241764128,0,21975,30008,text,non-multipart,5,0.01897198,0.06254136,15.58433617,spam
41722,1241785620,3,20001,30784,HTML,multipart_text,3,0.01731733,0.15357740,30.28430873,spam
41302,1241789167,4,21981,30139,text,multipart_text,1,0.01659247,0.14569000,13.93014778,spam
40856,1241790283,0,20137,30453,text,multipart_text,2,0.01525626,0.18164482,25.41472306,spam
40044,1241809591,0,20783,30449,text,non-multipart,5,0.10159011,0.12853357,7.37524989,non-spam
40645,1241851184,3,20001,30721,HTML,multipart_text,3,0.01731733,0.15357740,30.28430873,spam
41396,1241861676,0,22277,30030,text,multipart_text,3,0.02417962,0.19055843,41.18027518,spam
41757,1241892821,0,21625,30193,text,multipart_text,4,0.07822222,0.13733333,13.69691506,spam
40553,1241917990,12,20095,30561,text,multipart_text,1,0.02152231,0.12440945,7.05229117,spam
41935,1241920349,0,22382,30004,text,non-multipart,13,0.16499727,0.05026407,8.42424836,non-spam
41853,1241967600,12,21959,30290,HTML,non-multipart,16,0.02875399,0.00015335,0.13719572,non-spam
41940,1241967600,10,21053,30956,text,non-multipart,10,0.06515886,0.08669898,14.08412058,non-spam
41734,1241967600,13,22046,30248,text,multipart_text,2,0.01885714,0.11571429,17.68472424,spam
40555,1242008886,4,20013,30263,text,multipart_text,1,0.03149606,0.17421260,6.33538474,spam
40357,1242026740,0,20578,30113,text,multipart_text,2,0.01884099,0.11561519,17.68472424,spam
40278,1242031085,3,20216,31275,text,non-multipart,5,0.12067841,0.16242661,7.72737251,spam
41281,1242050746,0,20015,30480,text,multipart_text,1,0.03180915,0.17594433,6.33538474,spam
41897,1242054000,0,21621,30960,text,non-multipart,5,0.09389671,0.11830986,8.03378935,non-spam
41644,1242054000,10,21903,30444,text,multipart_text,2,0.03575990,0.10983397,14.33213124,spam
41903,1242060750,8,21006,30886,text,non-multipart,26,0.09857608,0.05908189,47.00717338,non-spam
40044,1242069893,0,20846,30449,text,non-multipart,5,0.10402533,0.12754410,7.22629454,non-spam
40048,1242072806,0,20676,30448,text,non-multipart,4,0.07849829,0.12158703,8.32974011,non-spam
41858,1242079600,12,20950,30290,HTML,non-multipart,176,0.42229623,0.01560639,17.56932304,non-spam
40078,1242091800,19,21719,30855,text,non-multipart,57,0.19388525,0.03915995,16.43212732,non-spam
41846,1242105660,0,20232,30534,text,non-multipart,0,0.00000000,0.00000000,0.00000000,non-spam
41415,1242106119,0,22233,30636,text,multipart_text,1,0.02759527,0.09855453,9.14374192,spam
40165,1242125568,0,20591,30196,text,multipart_text,1,0.02757715,0.09848982,9.14374192,spam
40818,1242139134,0,20098,30281,text,multipart_text,2,0.04132749,0.13713212,13.29642115,spam
41912,1242140400,15,21173,30791,text,non-multipart,10,0.06768365,0.12840640,26.51295520,non-spam
41922,1242145348,14,22191,30707,text,non-multipart,10,0.04925014,0.06554342,20.22656893,non-spam
40046,1242178355,0,21895,30448,text,non-multipart,4,0.07559573,0.13557929,8.99219944,non-spam
40060,1242178386,3,20127,30872,text,non-multipart,5,0.09748589,0.10774756,13.00419427,non-spam
41639,1242184448,10,22244,30128,text,multipart_text,2,0.02169421,0.06275826,9.61197131,spam
41901,1242193251,11,21742,30394,text,non-multipart,10,0.05244895,0.09649006,21.86115793,non-spam
40090,1242193689,0,22242,30446,text,non-multipart,7,0.07969035,0.06215847,7.79467681,non-spam
41913,1242195026,14,21144,30707,text,non-multipart,7,0.03561459,0.09096159,32.59268551,non-spam
41622,1242226800,3,20694,30311,text,multipart_text,1,0.01607233,0.07835259,3.73564345,spam
40051,1242239884,0,20841,30449,text,non-multipart,5,0.10199557,0.12904656,7.37524989,non-spam
41854,1242264772,12,22382,30290,HTML,non-multipart,43,0.32548394,0.02783875,6.36588138,non-spam
40086,1242270672,10,21329,30796,text,non-multipart,1,0.01103448,0.12248276,9.77617498,non-spam
40528,1242295197,0,22158,30452,text,multipart_text,2,0.02172788,0.06285566,9.61197131,spam
40679,1242297493,0,20563,30666,text,multipart_text,2,0.00481682,0.01773464,8.01658108,spam
40812,1242308951,4,20036,30179,text,multipart_text,2,0.02718447,0.09126214,12.82364470,spam
41012,1242313200,0,20583,30313,text,multipart_text,1,0.01604010,0.07819549,3.73564345,spam
41903,1242313200,8,22382,30886,text,non-multipart,17,0.06909908,0.06181734,46.27415625,non-spam
41921,1242313200,14,21044,30707,text,non-multipart,7,0.01801661,0.09540968,54.70385324,non-spam
40056,1242313676,0,21733,30448,text,non-multipart,4,0.08185053,0.11877224,7.57712359,non-spam
41165,1242332813,3,22102,30417,text,multipart_text,1,0.00817787,0.12190135,24.70698914,spam
41264,1242351000,4,21655,30176,text,multipart_text,4,0.03452786,0.10907664,13.16686919,spam
41311,1242362484,0,21463,30120,text,multipart_text,1,0.00518583,0.11742190,26.69087844,spam
40320,1242388278,0,20565,30678,text,multipart_text,1,0.00818205,0.12196369,24.70698914,spam
41130,1242399600,3,21790,30355,text,multipart_text,6,0.01953048,0.06510160,37.02469523,spam
40705,1242455151,0,20490,30641,text,multipart_text,4,0.03452786,0.10907664,13.16686919,spam
